Starting run_simulation!(), time is 2026-05-11 08:46:59
New WL phase 1 epoch!, now at 0.5 and the time is 2026-05-11 08:47:07
New WL phase 1 epoch!, now at 0.25 and the time is 2026-05-11 08:47:08
New WL phase 1 epoch!, now at 0.125 and the time is 2026-05-11 08:47:18
New WL phase 1 epoch!, now at 0.0625 and the time is 2026-05-11 08:47:23
New WL phase 1 epoch!, now at 0.03125 and the time is 2026-05-11 08:47:32
New WL phase 1 epoch!, now at 0.015625 and the time is 2026-05-11 08:47:42
New WL phase 1 epoch!, now at 0.0078125 and the time is 2026-05-11 08:47:51
New WL phase 1 epoch!, now at 0.00390625 and the time is 2026-05-11 08:48:06
New WL phase 1 epoch!, now at 0.001953125 and the time is 2026-05-11 08:48:13
New WL phase 1 epoch!, now at 0.0009765625 and the time is 2026-05-11 08:48:48
New WL phase 1 epoch!, now at 0.00048828125 and the time is 2026-05-11 08:49:16
New WL phase 1 epoch!, now at 0.000244140625 and the time is 2026-05-11 08:49:38
New WL phase 1 epoch!, now at 0.0001220703125 and the time is 2026-05-11 08:50:50
New WL phase 1 epoch!, now at 6.103515625e-5 and the time is 2026-05-11 08:52:03
New WL phase 1 epoch!, now at 3.0517578125e-5 and the time is 2026-05-11 08:53:30
New WL phase 1 epoch!, now at 1.52587890625e-5 and the time is 2026-05-11 08:53:52
New WL phase 1 epoch!, now at 7.62939453125e-6 and the time is 2026-05-11 08:56:02
New WL phase 1 epoch!, now at 3.814697265625e-6 and the time is 2026-05-11 08:59:11
New WL phase 1 epoch!, now at 1.9073486328125e-6 and the time is 2026-05-11 09:01:54
New WL phase 1 epoch!, now at 9.5367431640625e-7 and the time is 2026-05-11 09:06:22
New WL phase 1 epoch!, now at 4.76837158203125e-7 and the time is 2026-05-11 09:09:51
Now entering phase 2! It took 670637000 monte carlo moves (wl.iters) to get to phase 2! 2026-05-11 09:09:51
That is a monte carlo time of: 1487000
Phase 2 flatness check: H(N) min/mean = 18.0 %, total iters: 1000000000 min: 132253 2026-05-11 09:18:35
Phase 2 flatness check: H(N) min/mean = 7.0 %, total iters: 1500000000 min: 132253 2026-05-11 09:28:53
Phase 2 flatness check: H(N) min/mean = 4.0 %, total iters: 2000000000 min: 132253 2026-05-11 09:40:30
Phase 2 flatness check: H(N) min/mean = 5.0 %, total iters: 2500000000 min: 183975 2026-05-11 09:52:18
Phase 2 flatness check: H(N) min/mean = 6.0 %, total iters: 3000000000 min: 314518 2026-05-11 10:04:39
Phase 2 flatness check: H(N) min/mean = 5.0 %, total iters: 3500000000 min: 314518 2026-05-11 10:16:36
Phase 2 flatness check: H(N) min/mean = 17.0 %, total iters: 4000000000 min: 1220828 2026-05-11 10:31:22
Phase 2 flatness check: H(N) min/mean = 16.0 %, total iters: 4500000000 min: 1395929 2026-05-11 10:44:16
Phase 2 flatness check: H(N) min/mean = 15.0 %, total iters: 5000000000 min: 1395929 2026-05-11 10:56:26
Phase 2 flatness check: H(N) min/mean = 16.0 %, total iters: 5500000000 min: 1698427 2026-05-11 11:09:58
Phase 2 flatness check: H(N) min/mean = 14.0 %, total iters: 6000000000 min: 1698427 2026-05-11 11:21:15
Phase 2 flatness check: H(N) min/mean = 16.0 %, total iters: 6500000000 min: 2012152 2026-05-11 11:33:52
Phase 2 flatness check: H(N) min/mean = 14.0 %, total iters: 7000000000 min: 2012152 2026-05-11 11:44:29
Phase 2 flatness check: H(N) min/mean = 17.0 %, total iters: 7500000000 min: 2529684 2026-05-11 11:56:31
Phase 2 flatness check: H(N) min/mean = 16.0 %, total iters: 8000000000 min: 2661224 2026-05-11 12:08:48
Phase 2 flatness check: H(N) min/mean = 27.0 %, total iters: 8500000000 min: 4732559 2026-05-11 12:22:29
Phase 2 flatness check: H(N) min/mean = 26.0 %, total iters: 9000000000 min: 4783536 2026-05-11 12:34:35
Phase 2 flatness check: H(N) min/mean = 33.0 %, total iters: 9500000000 min: 6530229 2026-05-11 12:48:44
Phase 2 flatness check: H(N) min/mean = 35.0 %, total iters: 10000000000 min: 7298891 2026-05-11 13:02:39
Phase 2 flatness check: H(N) min/mean = 40.0 %, total iters: 10500000000 min: 8678836 2026-05-11 13:14:39
Phase 2 flatness check: H(N) min/mean = 38.0 %, total iters: 11000000000 min: 8678836 2026-05-11 13:25:12
